Date,Close
02/01/2019 16:00:00,1045.85
03/01/2019 16:00:00,1016.06
04/01/2019 16:00:00,1070.71
07/01/2019 16:00:00,1068.39
08/01/2019 16:00:00,1076.28
09/01/2019 16:00:00,1074.66
10/01/2019 16:00:00,1070.33
11/01/2019 16:00:00,1057.19
14/01/2019 16:00:00,1044.69
15/01/2019 16:00:00,1077.15
16/01/2019 16:00:00,1080.97
17/01/2019 16:00:00,1089.9
18/01/2019 16:00:00,1098.26
22/01/2019 16:00:00,1070.52
23/01/2019 16:00:00,1075.57
24/01/2019 16:00:00,1073.9
25/01/2019 16:00:00,1090.99
28/01/2019 16:00:00,1070.08
29/01/2019 16:00:00,1060.62
30/01/2019 16:00:00,1089.06
31/01/2019 16:00:00,1116.37
01/02/2019 16:00:00,1110.75
04/02/2019 16:00:00,1132.8
05/02/2019 16:00:00,1145.99
06/02/2019 16:00:00,1115.23
07/02/2019 16:00:00,1098.71
08/02/2019 16:00:00,1095.06
11/02/2019 16:00:00,1095.01
12/02/2019 16:00:00,1121.37
13/02/2019 16:00:00,1120.16
14/02/2019 16:00:00,1121.67
15/02/2019 16:00:00,1113.65
19/02/2019 16:00:00,1118.56
20/02/2019 16:00:00,1113.8
21/02/2019 16:00:00,1096.97
22/02/2019 16:00:00,1110.37
25/02/2019 16:00:00,1109.4
26/02/2019 16:00:00,1115.13
27/02/2019 16:00:00,1116.05
28/02/2019 16:00:00,1119.92
01/03/2019 16:00:00,1140.99
04/03/2019 16:00:00,1147.8
05/03/2019 16:00:00,1162.03
06/03/2019 16:00:00,1157.86
07/03/2019 16:00:00,1143.3
08/03/2019 16:00:00,1142.32
11/03/2019 16:00:00,1175.76
12/03/2019 16:00:00,1193.2
13/03/2019 16:00:00,1193.32
14/03/2019 16:00:00,1185.55
15/03/2019 16:00:00,1184.46
18/03/2019 16:00:00,1184.26
19/03/2019 16:00:00,1198.85
20/03/2019 16:00:00,1223.97
21/03/2019 16:00:00,1231.54
22/03/2019 16:00:00,1205.5
25/03/2019 16:00:00,1193
26/03/2019 16:00:00,1184.62
27/03/2019 16:00:00,1173.02
28/03/2019 16:00:00,1168.49
29/03/2019 16:00:00,1173.31
01/04/2019 16:00:00,1194.43
02/04/2019 16:00:00,1200.49
03/04/2019 16:00:00,1205.92
04/04/2019 16:00:00,1215
05/04/2019 16:00:00,1207.15
08/04/2019 16:00:00,1203.84
09/04/2019 16:00:00,1197.25
10/04/2019 16:00:00,1202.16
11/04/2019 16:00:00,1204.62
12/04/2019 16:00:00,1217.87
15/04/2019 16:00:00,1221.1
16/04/2019 16:00:00,1227.13
17/04/2019 16:00:00,1236.34
18/04/2019 16:00:00,1236.37
22/04/2019 16:00:00,1248.84
23/04/2019 16:00:00,1264.55
24/04/2019 16:00:00,1256
25/04/2019 16:00:00,1263.45
26/04/2019 16:00:00,1272.18
29/04/2019 16:00:00,1287.58
30/04/2019 16:00:00,1188.48
01/05/2019 16:00:00,1168.08
02/05/2019 16:00:00,1162.61
03/05/2019 16:00:00,1185.4
06/05/2019 16:00:00,1189.39
07/05/2019 16:00:00,1174.1
08/05/2019 16:00:00,1166.27
09/05/2019 16:00:00,1162.38
10/05/2019 16:00:00,1164.27
13/05/2019 16:00:00,1132.03
14/05/2019 16:00:00,1120.44
15/05/2019 16:00:00,1164.21
16/05/2019 16:00:00,1178.98
17/05/2019 16:00:00,1162.3
20/05/2019 16:00:00,1138.85
21/05/2019 16:00:00,1149.63
22/05/2019 16:00:00,1151.42
23/05/2019 16:00:00,1140.77
24/05/2019 16:00:00,1133.47
28/05/2019 16:00:00,1134.15
29/05/2019 16:00:00,1116.46
30/05/2019 16:00:00,1117.95
31/05/2019 16:00:00,1103.63
03/06/2019 16:00:00,1036.23
04/06/2019 16:00:00,1053.05
05/06/2019 16:00:00,1042.22
06/06/2019 16:00:00,1044.34
07/06/2019 16:00:00,1066.04
10/06/2019 16:00:00,1080.38
11/06/2019 16:00:00,1078.72
12/06/2019 16:00:00,1077.03
13/06/2019 16:00:00,1088.77
14/06/2019 16:00:00,1085.35
17/06/2019 16:00:00,1092.5
18/06/2019 16:00:00,1103.6
19/06/2019 16:00:00,1102.33
20/06/2019 16:00:00,1111.42
21/06/2019 16:00:00,1121.88
24/06/2019 16:00:00,1115.52
25/06/2019 16:00:00,1086.35
26/06/2019 16:00:00,1079.8
27/06/2019 16:00:00,1076.01
28/06/2019 16:00:00,1080.91
01/07/2019 16:00:00,1097.95
02/07/2019 16:00:00,1111.25
03/07/2019 13:00:00,1121.58
05/07/2019 16:00:00,1131.59
08/07/2019 16:00:00,1116.35
09/07/2019 16:00:00,1124.83
10/07/2019 16:00:00,1140.48
11/07/2019 16:00:00,1144.21
12/07/2019 16:00:00,1144.9
15/07/2019 16:00:00,1150.34
